row,article_type_filter,doi,rank,filename,doc_sha256,edge_id,var1,var2,evidence,label
4,observational study,10.1001/jamanetworkopen.2023.52302,4,cook_2024_oi_231530_1704835806.04872.pdf,da50393b29d84a8f54f9f93c84184005452c2e01fc3fcf87ccba70aa44d2d07c,52a4d236534748d2862b032020ed240b,scores,restrictions,"[chu_idx=290]
c Lowerscoresindicatefewerrestrictionsandcapable ofmoreactivity.",NA
5,observational study,10.1186/s13054-023-04763-5,5,s13054-023-04763-5.pdf,ca8f5fb97f667c7a2f1e48f535ef832f5d0727af91c033358eec07cb8c0c80fb,274017187ce7453cbaba355bac80a69d,Infection,Immunosuppressive/immunomodulatory medication,"[chu_idx=444]
demonstrated that the occurrence of infections, including severe infections, among SLE patients is correlated with immunosuppres sive or immune-modulating medications [55].",NA
6,observational study,10.1093/postmj/qgae147,7,qgae147.pdf,0f733db08e13cb5d0a056484203f3c2aab50f5688bf7a8aded2010e4eaeb55b3,fd9ac7bb8fdf4a3b803c1d7b2ca4bd96,Exposure,Outcome,"[chu_idx=234]
Scatter plots illustrated the trend of correlation between exposure and outcome.",NA
6,observational study,10.1093/postmj/qgae147,7,qgae147.pdf,0f733db08e13cb5d0a056484203f3c2aab50f5688bf7a8aded2010e4eaeb55b3,068fc19ffb244196b17799baef6bb10b,Psychological symptoms,T-bet mRNA expression,"[chu_idx=501]
found that individuals with asthma who exhibit psychological symptoms, such as depression and anxiety , show a significant increase in the levels of IFN- γ, TNF- α, and IL-17A, as well as an elevation in

[chu_idx=502]
T -bet mRNA expression; whereas asthma patients without psychological symptoms did not show an increase in the levels of these related biomarkers [ 46].Given the role of inf lammation in both asthma and depression, the persistent inf lammation during asthma attacks may serve as a “bridge” linking the two, with repeated asthma episodes potentially leading to the onset of depression.",NA
8,observational study,10.1097/JS9.0000000000002658,9,causal_relationship_between_basal_metabolic_rate.25.pdf,ebd63041c17fe9eb8aa04cf438f9e677c483181e6644bd5ffedc11f046634880,cd66a9d04ca44a92b011b09f0b2a1264,Circulating vitamin D,Nephrolithiasis,"[chu_idx=1085]
Association between circulating vitamin d level and urolithiasis: a systematic review and meta-analysis.",NA
9,observational study,10.1007/s00198-023-06996-0,10,s00198-023-06996-0.pdf,c938f032d766847f0e90fb35ba2cb1d04a422f7e47a50510c9b14d6f3f400835,75a40805adcf43689845640b317b54dc,heel bone mineral density,drinking status,"[chu_idx=183]
Furthermore, there were more current smokers and fewer current drinkers in the reduced heel BMD group, while participants with reduced heel BMD had significantly lower",NA
9,observational study,10.1007/s00198-023-06996-0,10,s00198-023-06996-0.pdf,c938f032d766847f0e90fb35ba2cb1d04a422f7e47a50510c9b14d6f3f400835,db8b790c966141d48417c180db70715b,race,heel bone mineral density,"[chu_idx=188]
First, we included age, sex, race, and BMI, traditional risk factors for reduced heel BMD, as covariates in model 1.",NA
10,observational study,10.1186/s12933-021-01393-5,12,s12933-021-01393-5.pdf,85de83072b4a810720ca6be37b6939c8ae4b010486d5882b2ba7962ae30388a1,099ca72d4e7b42cea574ce22f05ed085,Primary and Secondary Outcomes,Previous Cardiovascular Event,"[chu_idx=351]
Covariables included in multivariable cox regression models were model 1: age, sex, previous cardiovascular event, smoking, BMI, and duration of diabetes.

[chu_idx=352]
Model 2: age, sex, previous cardiovascular event, smoking, BMI, duration of diabetes, previous congestive heart failure, eGFR, HbA1c, plasma triglycerides, total plasma cholesterol, and plasma HDL-C.",NA
10,observational study,10.1186/s12933-021-01393-5,12,s12933-021-01393-5.pdf,85de83072b4a810720ca6be37b6939c8ae4b010486d5882b2ba7962ae30388a1,5b37a074258f46e6a31e4887c793508d,Atherogenic Index of Plasma (AIP),Cardiovascular Disease,"[chu_idx=727]
Atherogenic index of plasma: novel predictive biomarker for cardiovascular illnesses.",NA
10,observational study,10.1186/s12933-021-01393-5,12,s12933-021-01393-5.pdf,85de83072b4a810720ca6be37b6939c8ae4b010486d5882b2ba7962ae30388a1,ee4e8a530f7e4302ae1e30a2425b43c4,Atherogenic Index of Plasma (AIP),Coronary Artery Disease,"[chu_idx=737]
Atherogenic index of plasma is an independent risk factor for coronary artery disease and a higher",NA
